title,link,snippet
Horizon Europe EU Missions: 133 proposals competing for €185.5 ...,https://cinea.ec.europa.eu/news-events/news/horizon-europe-eu-missions-133-proposals-competing-eu1855-million-2023-10-02_en,"Oct 2, 2023 ... ... €185.5 million. News article2 ... Demonstration of climate resilience solutions in support of the implementation of the Adaptation to Climate Change Mission."
Battery recycling startup Mecaware raises €40m Series A | Sifted,https://sifted.eu/articles/mecaware-battery-recycling-series-a-news,"Oct 5, 2023 ... French battery recycling startup Mecaware has announced a €40m Series A. The deal — a mix of equity, debt and state subsidies — will enable Mecaware to ..."
European Institute of Innovation & Technology (EIT) | EIT,https://eit.europa.eu/,3 days ago ... € 7.3B. Investment Raised by EIT Ventures. 2420+. Leading Partners. 7860+. Ventures ...
Insights | Munich Re,https://www.munichre.com/en/insights.html,"Oct 16, 2023 ... Munich Re raises profit guidance for 2015 to at least €3bn, with €1.1bn profit in second quarter ... Ambitious climate protection targets are needed – or the cost ..."
Climate change costs to reach 'billions of euro a year',https://www.rte.ie/news/business/2023/1004/1408753-ifac-on-cost-of-climate-change/,"Oct 4, 2023 ... The costs of climate change to the Government will rise to billions of euro a year by the end of this decade, according to a new report from the Irish ..."
Coalition of Finance Ministers for Climate Action,https://www.financeministersforclimate.org/,"Oct 12, 2023 ... Further implementing the pricing of CO2 emissions within the framework of the ... € 18 billion by 2025 for people and businesses, comprising i.a. lower ..."
Multilateral development banks (MDBs) provide record climate ...,https://www.eib.org/en/press/all/2023-376-multilateral-development-banks-provide-record-climate-finance-of-close-to-usd61-billion-for-low-and-middle-income-economies-in-2022,"Oct 12, 2023 ... Through its Climate Bank Roadmap the EIB Group aims to support €1 trillion of investment in climate action and environmental sustainability through the ..."
Templeton Global Climate Change Fund - A (acc) EUR ...,https://www.franklintempleton.co.uk/our-funds/price-and-performance/products/1339/Z/templeton-global-climate-change-fund/LU0128520375,"Oct 17, 2023 ... ... Euro as its base currency. Planning to hold their investment for the medium ... Created with Highcharts 10.3.3 2010 2020 €5 €10 €15 €20 €25 €30 €35 €40. NAV."
"Carbon capture, storage and utilisation",https://energy.ec.europa.eu/topics/oil-gas-and-coal/carbon-capture-storage-and-utilisation_en,"Oct 6, 2023 ... ... climate targets for 2030 have made carbon capture and ... By 2021, the CEF energy co-financed studies and works for PCI on CO2 amounting to €143.9 million."
Climate change De Nederlandsche Bank,https://www.dnb.nl/en/green-economy/climate-change/,"Oct 11, 2023 ... Climate change is having profound consequences. We expect financial institutions to identify their climate-related risks."
International Council on Clean Transportation: Home,https://theicct.org/,2 days ago ... Independent research to benefit public health and mitigate climate change ... Shore power needs and CO2 emissions reductions of ships in European Union ...
German AI and robotics startup NEURA Robotics raises €15.1M for ...,https://siliconcanals.com/crowdfunding/neura-robotics-raises-15-1m/,"Oct 10, 2023 ... Germany-based NEURA Robotics GmbH, an AI and robotics startup, announced on Tuesday, that it has secured $16M (approximately €15.1M) in a fresh round of ..."
BIS Innovation Hub Centre - Eurosystem,https://www.bis.org/about/bisih/locations/eurosystem.htm,"Oct 4, 2023 ... It also hosts many globally significant commercial banks, which are complemented by an energetic startup culture. ... euro and Singapore dollar wholesale CBDCs."
Blume Equity closes €40M fund for climate tech sector. | Tech ...,https://www.linkedin.com/posts/tech-funding-news_ex-mckinseys-climate-tech-growth-fund-blume-activity-7110545663741874176-2NnA,"6 days ago ... Dutch startup Skoon Energy secures €5M for mobile energy grids — TFN ... Close menu. #EUTech #AI: Amsterdam's Overstory, a #climate tech startup raised $14 ..."
European Automobile Manufacturers' Association: ACEA,https://www.acea.auto/,"1 day ago ... CO2 targets unachievable without enabling conditions, warn European truck and bus manufacturers ... Auto industry: European Parliament Euro 7 vote improves ..."
Startup Orange Quantum Systems Raises €1.5M in its Pre-seed ...,https://www.insidequantumtechnology.com/news-archive/startup-orange-quantum-systems-raises-e1-5m-in-its-pre-seed-round-for-faster-chip-testing-2/,"Oct 2, 2023 ... Startup Orange Quantum Systems Raises €1.5M in its Pre-seed Round for Faster Chip Testing. Kenna Hughes-Castleberry. 2 mins ago."
French Procurement Startup Raises €5M Pre-Seed - Law360 Pulse,https://www.law360.com/pulse/articles/1727934/french-procurement-startup-raises-5m-pre-seed,"Oct 2, 2023 ... Law360 (October 2, 2023, 4:15 PM EDT) -- Pivot SAS, a French startup focused on procurement, announced on Monday that it raised €5 million ($5.2 million) in ..."
Porthos Launches €1.3 Billion CO2 Transport and Storage Project in ...,https://www.pipeline-journal.net/news/porthos-launches-eu13-billion-co2-transport-and-storage-project-netherlands,2 days ago ... Porthos Launches €1.3 Billion CO2 Transport and Storage Project in the Netherlands ... Climate Adaption • Geohazards / Natural Disasters • Smart Grids / Smart ...
Shop - budget-friendly CO2 and fiber laser machines,https://lasergraaf.nl/en/,"Oct 12, 2023 ... CO2 laser cutter 130 x 90 ""Vera"" 100 Watt home laser. € 8.350,00 Add to cart. Sale! ver dimensions ..."
Finnish AI governance startup secures €1.75M in seed funding to ...,https://arcticstartup.com/saidot-raises-e1-75m-seed/,"Oct 5, 2023 ... Helsinki-based AI governance startup Saidot has secured €1.75 million in a seed funding round led by Crowberry Capital and Ventic."
"Live Carbon Prices Today, Carbon Price Charts • Carbon Credits",https://carboncredits.com/carbon-prices-today/,"Sep 29, 2023 ... ... Climate Action Reserve. Because it is based on high-quality carbon credits that adhere to the international aviation industry standard for emissions offsetting."
California Enacts Landmark Climate Accountability Package ...,https://www.sidley.com/en/insights/newsupdates/2023/10/california-enacts-landmark-climate-accountability-package,"Oct 10, 2023 ... California Enacts Landmark Climate Accountability Package Requiring Expansive Disclosure of Climate ... €20 million euros, and a net turnover of €40 million. The ..."
PlanQC and d-fine Wins €1 Million ($1.06M USD) Contract to ...,https://quantumcomputingreport.com/planqc-and-d-fine-wins-e1-million-1-06m-usd-contract-to-improve-climate-models-using-quantum-machine-learning/,"Oct 7, 2023 ... PlanQC and d-fine Wins €1 Million ($1.06M ... climate model and the second will involve parameterization of the climate model. PlanQC is a German quantum startup ..."
Climate change,https://www.who.int/health-topics/climate-change,6 days ago ... Health and climate change: country profile 2022: Türkiye. This WHO/EURO UNFCCC health and climate change country profile for Türkiye provides a summary of ...
The concept of 'climate refugee' - Towards a possible definition,https://www.europarl.europa.eu/RegData/etudes/BRIE/2021/698753/EPRS_BRI(2021)698753_EN.pdf,"Oct 5, 2023 ... ... €340 millionbeing made by the EU, Canada and New. Zealand. On the sidelines of the conference, the Global Centre for Climate Mobility established the. Climate ..."
Minister McGrath publishes the General Scheme of the ... - gov.ie,https://www.gov.ie/en/press-release/ea3ec-minister-mcgrath-publishes-the-general-scheme-of-the-future-ireland-fund-and-infrastructure-climate-and-nature-fund/,"Oct 12, 2023 ... With contributions and return from investments over the long-term horizon the Fund could grow to €100bn by 2035. The Infrastructure, Climate & Nature Fund will ..."
IPD,https://ipd.health/,"Oct 4, 2023 ... ... Euro and a high morbidity and mortality for this ... € 350.000 voor betere behandeling implantaat-infecties door Leidse startup Implant Preservation Devices."
Nature startup raises €1.7 mln to develop corporate biodiversity ...,https://carbon-pulse.com/230175/,"Oct 18, 2023 ... Nature startup raises €1.7 mln to develop corporate biodiversity reporting platform ... Swedish climate tech fund Pale Blue Dot and the Swiss venture capital ..."
Austrian Greens Grant €6.93M Climate Bonus to Asylum Seekers ...,https://europeanconservative.com/articles/news/austrian-greens-grant-e6-93m-climate-bonus-to-asylum-seekers/,"Sep 30, 2023 ... ... climate bonus will give additional €6.93 million to the foreigners on basic care. Under the climate bonus policy, 63,000 non-Austrians, 20,000 asylum ..."
"Belgium pledges €150 million to Green Climate Fund, 50% more ...",https://www.brusselstimes.com/724821/belgium-pledges-e150-million-to-green-climate-fund-50-more-than-2019,"Oct 6, 2023 ... Its aim is to increase its $17 billion (around €16 billion) funding to $50 billion (around €47.4 billion) by 2030. To date, Green Climate Funds have already ..."
Czech logitech startup Ringil closes its €615k pre-seed round – AIN ...,https://ain.capital/2023/10/04/czech-logitech-startup-ringil-closes-its-e615k-pre-seed-round/,"Oct 4, 2023 ... Among its latest investments are €1.5 million round for Czech-Slovak fintech startup Blockmate.ent for Czech-Slovak fintech startup Blockmate, and €1 million ..."
Climate-focused PE platform to launch Eltif after ... - Citywire Selector,https://citywire.com/selector/news/climate-focused-pe-platform-to-launch-eltif-after-6m-series-a/a2427748,"Oct 11, 2023 ... Climate-focused venture capital investment platform Carbon Equity has raised € ... Carbon credits 11 Oct, 2023. Robeco unveils carbon offset share classes for ..."
LANGaware Raises €2M to Revolutionize Mental Health Diagnosis,https://therecursive.com/greek-startup-langaware-looks-to-fuel-ai-revolution-in-mental-health-diagnosis-with-e2m-investment/,"Oct 4, 2023 ... Greek Startup LANGaware Looks to Fuel AI Revolution in Mental Health Diagnosis with €2M Investment ... Climate Tech · Health · Women in Tech · Future of Work ..."
Official Green NCAP website - How green is your car?,https://www.greenncap.com/,8 days ago ... Climate change • Climate change refers to long-term shifts in temperatures and ... Featured in tag cloud. CO2 · Euro 6 · Euro 6b · Euro 6d · Euro 6d-Temp ...
Green Party creates €3bn Climate & Nature Fund | Green Party,https://www.greenparty.ie/news/green-party-creates-eu3bn-climate-nature-fund,"Oct 10, 2023 ... The creation of a €3bn State fund to invest in vital climate and nature projects has been hailed by Green Party ministers and TDs as one of the most ..."
2023 Climate Tech Companies to Watch: H2 Green Steel and its ...,https://www.technologyreview.com/2023/10/04/1080140/2023-climate-tech-companies-h2-green-steel-renewable-energy-industrial-clean-iron-hydrogen/,"Oct 4, 2023 ... 2023 Climate Tech Companies to Watch: H2 Green Steel and its steel made with ... The startup has secured commitments for more than €3.5 billion ($3.7 billion) ..."
"Lisbon, Portugal: The startup city guide - Web Summit",https://websummit.com/blog/lisbon-startups-entrepreneur-vc-funding-tech-hub,"Oct 10, 2023 ... Indico Capital Partners' current portfolio has raised more than €1.7 billion from global investors since 2018. ... climate action. Armilar Venture Partners is an ..."
Templeton Global Climate Change Fund - A (Ydis) EUR ...,https://www.franklintempleton.com.hk/en-hk/our-funds/price-and-performance/mutual-funds/products/1339/A/templeton-global-climate-change-fund/LU0029873410,"Oct 16, 2023 ... ... climate change mitigation or climate change adaptation. Fund Information ... Created with Highcharts 10.3.3 2000 2010 2020 €5 €10 €15 €20 €25 €30 €35. NAV."
Irish budget: €100bn wealth fund to be set up by mid-2030s - BBC ...,https://www.bbc.com/news/world-europe-67058310,"Oct 10, 2023 ... There will be a second €14bn pot to protect infrastructure spending during economic downturns and invest in climate change measures. The Future Ireland Fund ..."
EU-Startups sur LinkedIn : Belgian startup Henchman bags €6.5 ...,https://mu.linkedin.com/posts/eu-startups-menlo-media_belgian-startup-henchman-bags-65-million-activity-7036980853108797440-a_G5,3 days ago ... Belgian startup Henchman bags €6.5 million to bring AI to the legal toolkit ... climate tech companies over the last few years This Norwegian ...
EU-Startups sur LinkedIn : Belgian startup Henchman bags €6.5 ...,https://mu.linkedin.com/posts/eu-startups-menlo-media_belgian-startup-henchman-bags-65-million-activity-7036980853108797440-a_G5,3 days ago ... Belgian startup Henchman bags €6.5 million to bring AI to the legal toolkit ... climate tech companies over the last few years This Norwegian ...
"Euro-Afric Climate Emergency Summit 2024 Registration, Fri 8 Mar ...",https://www.eventbrite.com/e/euro-afric-climate-emergency-summit-2024-registration-716892664257,"Sep 29, 2023 ... Eventbrite - The British Climate Advisory Council presents Euro-Afric Climate Emergency Summit 2024 - Friday, 8 March 2024 | Sunday, 10 March 2024 at ..."
"EU approves CO2 tax on heating and transport, softened by new ...",https://www.eceee.org/all-news/news/eu-approves-co2-tax-on-heating-and-transport-softened-by-new-social-climate-fund/,"4 days ago ... EU approves CO2 tax on heating and transport, softened by new social climate fund ... 5 Oct 2023: EU carbon price to hit €400 mark with 90% climate goal: analysts."
Climate change leads homebuyers to seek a place not in the sun,https://www.ft.com/content/d036caa2-2d9d-4704-b288-da15f2738e70,"Oct 4, 2023 ... He sold his house there for €2mn and has spent €500,000 on the new Breton ... Even areas that will not be directly affected by the most severe impacts of climate ..."
CO2 - Euro Brand Management,https://eurobrandmanagement.com/co2/,5 days ago ... CO2 Packaging is required to protect virtually all products in transit and ... Euro Brand Management GmbH is a Subsidiary of The Rudholm Group AB. Privacy ...
€13 Billion Bet: Green Hydrogen and Carbon Capture in Climate ...,https://energynews.biz/e13-billion-bet-green-hydrogen-and-carbon-capture-in-climate-fight/,"Oct 18, 2023 ... €13 Billion Bet: Green Hydrogen and Carbon Capture in Climate Fight · The battle against climate change is reaching a critical juncture. · China's Ambitious Push ..."
Startupbootcamp,https://www.startupbootcamp.org/,"Oct 7, 2023 ... Stuart Allison. Climate Change Authority. SBC Mentor, Board Member ... Startupbootcamp-backed startup Skytree raises €5.5M to create smart, scalable CO2 solutions."
High resolution downscaling of CMIP6 Earth System and ... - GMDD,https://gmd.copernicus.org/preprints/gmd-2023-136/,"Oct 18, 2023 ... ... Climate Downscaling Experiment (EURO-CORDEX) experiments. How to cite. Soares, P. M. M., Johannsen, F., Lima, D. C. A., Lemos, G., Bento, V., and Bushenkova ..."
Estonian agriculture startup Paul-Tech raises €1.4 million to equip ...,https://estonianworld.com/business/estonian-agriculture-startup-paul-tech-raises-e1-4-million-to-equip-farmers-with-real-time-soil-insights/,"Oct 10, 2023 ... Paul-Tech, an Estonian startup specialising in precision agriculture, has raised €1.4 million in a seed round; the funds will be used to expand into the UK ..."
Sifted sur LinkedIn : An unknown Swedish startup's €3bn bid to build ...,https://lu.linkedin.com/posts/siftedeu_an-unknown-swedish-startups-3bn-bid-to-activity-7071713620673359872-n9X6,5 days ago ... ⚡️ Northvolt founder's heat pump startup secures €87m German fund La ... €3.9bn going to B2C climate startups. Then there's the pet tech sector with ...
Euro 1 to Euro 6 – find out your vehicle's emissions standard | RAC ...,https://www.rac.co.uk/drive/advice/emissions/euro-emissions-standards/,7 days ago ... ... climate neutrality goals by 2050 – and a net reduction of greenhouse gas emissions by 2030. Further announcements are expected in November 2022. Euro 5.
Dutch startup Orquesta secures €800K to launch Europe's first all-in ...,https://techfundingnews.com/dutch-startup-orquesta-secures-e800k-to-launch-europes-first-all-in-one-llm-operations-and-integration-platform/,"Oct 2, 2023 ... ... Climate Tech News · Cloud News · Covid-19 News · Crypto News · Cybersecurity News ... Dutch startup Orquesta secures €800K to launch Europe's first all-in-one LLM ..."
Youth – Red Cross Red Crescent Climate Centre,https://www.climatecentre.org/youth/,"Oct 2, 2023 ... And here is the exciting part: three lucky winners will receive a 500-euro prize to put towards youth-led climate action with their National Society. But ..."
Climate change threats to plant diversity in Europe | PNAS,https://www.pnas.org/doi/full/10.1073/pnas.0409902102,"Oct 16, 2023 ... ... Euro-Siberian species (40). This transition zone will be a strategic region for plant-species conservation in a changing climate. Notes. Author contributions ..."
Platform on Sustainable Finance,https://finance.ec.europa.eu/sustainable-finance/overview-sustainable-finance/platform-sustainable-finance_en,"Oct 17, 2023 ... ... climate targets for 2030 and 2050. The Platform on Sustainable Finance plays ... Euro · European Commission logo · Contact the European Commission · Follow the ..."
Special Drawing Rights,https://www.imf.org/en/Topics/special-drawing-right,"Oct 6, 2023 ... A basket of currencies defines the SDR: the US dollar, Euro, Chinese Yuan, Japanese Yen, and the British Pound. ... climate change. To date, 18 RST partners have ..."
DWS Invest ESG Climate Tech LC,https://funds.dws.com/en-ch/equity-funds/lu1863264153-dws-invest-esg-climate-tech-lc/,7 days ago ... Acceptance: An investor would like to purchase units for 1000 Euro. At a maximum issue premium of 5.00% of the gross investment amount he must spend 1052.63 ...
Climate-KIC | Amsterdam,https://www.facebook.com/ClimateKIC/,"Oct 9, 2023 ... The #startup develops wind-assisted propulsion systems (WAPS allowing ship-owners ... EIT Climate-KIC supported start-up bound4blue secured a €15.9M Series A ..."
Rice methane technology startup closes €2.5m fundraise,https://www.qcintel.com/carbon/article/rice-methane-technology-startup-closes-2-5m-fundraise-18024.html,1 day ago ... ... carbon credits. The company has also developed some in-house models to ... Rice methane technology startup closes €2.5m fundraise · GHG. 4h ago. US firms ...
Budget 2024: What is being done to tackle the climate crisis?,https://www.siliconrepublic.com/innovation/budget-2024-ireland-climate-energy-transport,"Oct 10, 2023 ... Aerial image of an island in the shape of a euro sign, with green trees ... However, McGrath said the climate and nature component of this fund is only worth € ..."
Budget 2024: What is being done to tackle the climate crisis?,https://www.siliconrepublic.com/innovation/budget-2024-ireland-climate-energy-transport,"Oct 10, 2023 ... Aerial image of an island in the shape of a euro sign, with green trees ... However, McGrath said the climate and nature component of this fund is only worth € ..."
"Invest in Estonia on X: "" #Estonian startup Bisly raises €3.6M to ...",https://twitter.com/EstoniaInvest/status/1716365795234635960,4 days ago ... startup Bisly raises €3.6M to transform conventional buildings into #energy-efficient #intelligent buildings and expand into the #EU market. investinestonia ...
"ArcticStartup on X: ""Norwegian maritech startup raises €2.5 million ...",https://mobile.twitter.com/arcticstartup/status/1717443904461590991,15 hours ago ... Norwegian maritech startup raises €2.5 million to set sail for a greener horizon https://arcticstartup.com/nortech-ai-raises-e2-5m-seed/… via.
Climate and sustainable energy | TotalEnergies.com,https://totalenergies.com/sustainability/climate-and-sustainability-energy,4 days ago ... €62.30. Share price dropped in value -0.43% undefined. Paris. 10/23/2023. 17h38 ... Climate and sustainable energy. Breadcrumb. Home. See sibling pages of ...
Top nature and climate news: Green energy keeps 1.5°C alive ...,https://www.weforum.org/agenda/2023/10/green-energy-climate-and-nature-stories-to-read-this-week/,"Oct 3, 2023 ... Top nature and climate stories: Green energy surge keeps 1.5°C chances alive; Brazil taskforce to tackle drought; Climate change lawsuits filed against 32 ..."
"The Romanian startup Telerenta invests 500,000 euro and expands ...",https://business-review.eu/business/e-commerce/the-romanian-startup-telerenta-invests-500000-euro-and-expands-it%CB%88s-rentbox-network-of-vending-machines-252558,"Oct 10, 2023 ... ... euro and expands it's RentBox network of vending ... The Romanian startup Telerenta invests 500,000 euro and expands itˈs RentBox network of vending machines."
Porthos partners commission Corinth for North Sea CO2 pipelines ...,https://www.offshore-mag.com/pipelines/article/14300432/porthos-partners-commission-corinth-for-north-sea-co2-pipelines,"7 days ago ... Oct. 19, 2023. Corinth Pipeworks will fabricate steel pipes for the Porthos CO2 transport and storage project in the Dutch North Sea, under a €30 ..."
MEPs confirm EU's new climate chiefs – POLITICO,https://www.politico.eu/article/meps-confirm-eus-new-climate-chiefs/,"Oct 5, 2023 ... Lawmakers in the European Parliament have approved Maroš Šefčovič and Wopke Hoekstra as the EU's new climate leadership duo."
Chris Thoen on LinkedIn: Foodtech Startup STANDING OVATION ...,https://mt.linkedin.com/posts/christhoen_foodtech-startup-standing-ovation-closes-activity-6975753114293334016-jSTx?trk=public_profile_like_view,"Sep 29, 2023 ... Foodtech Startup STANDING OVATION Closes a €12M ..."
China Trade Fights Will Undermine Europe's Climate Ambitions ...,https://www.washingtonpost.com/business/energy/2023/10/17/net-zero-china-trade-spats-threaten-eu-s-climate-goals/d3425e42-6d3c-11ee-b01a-f593caa04363_story.html,"Oct 17, 2023 ... The danger is that they'll overshadow — or even derail — far more substantive and beneficial trade and climate ... €118 per metric ton carbon cost on top of its € ..."
