title,link,snippet
Management Information Systems (MIS) Specialist at Save the ...,https://www.brightermonday.co.ug/listings/management-information-systems-mis-specialist-at-save-the-children-international-994w50,"Apr 11, 2023 ... Energy & Utilities, Enforcement & Security, Entertainment, Events & Sport, Government ... Support GIS mapping and dissemination of MIS/GIS reports.• Provide MIS ..."
School of Built Environment (SBE) Collections,http://makir.mak.ac.ug/handle/10570/179,"Sep 19, 2023 ... The manufacturing operations are also extremely energy intensive, requiring a lot of fuel and ultimately ... ... A GIS based property tax spatial database and ..."
Dedan Kimathi University of Technology - Ayoma,https://ayoma.co.ug/listing/dedan-kimathi-university-of-technology/,"Apr 8, 2023 ... ... GIS and Remote Sensing, Institute of Food Bioresources Technology, Geothermal Energy Training and Research Institute, School of Graduate Studies and ..."
"ZTE to unveil more efficient, eco-friendly and cutting-edge products ...",https://eagle.co.ug/2023/03/23/zte-to-unveil-more-efficient-eco-friendly-and-cutting-edge-products-and-solutions-at-mwc-2023-shaping-digital-innovation.html,"Mar 23, 2023 ... ... energy storage, creating the ultimate green and energy-efficient telecommunication network. ... GIS version products at MWC 2023. As the MWC partner program, a ..."
FACULTY OF ENGINEERING AND TECHNOLOGY DEPARTMENT ...,https://ir.busitema.ac.ug/bitstream/handle/20.500.12283/3695/Ekit_Abstract.pdf?sequence=2&isAllowed=y,"Jul 14, 2023 ... ... energy required on producing and ... Water Loss Control and Real-Time Leakage Detection Using Gis Water. Loss Control and Real-Time Leakage Detection Using Gis ..."
BUDGET SPEECH FY 2023/24,https://www.ugandainvest.go.ug/wp-content/uploads/2023/07/MOFPED-TIMES-ISSUE-11.pdf,"Jul 29, 2023 ... Energy: Uganda has significant potential for the development of renewable energy sources, including ... GIS and e-valuation module and was able to value 38,259."
VOTE: 020 Ministry of ICT and National Guidance,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Ministry%20of%20ICT%20and%20National%20Guidance_2.pdf,"Jul 7, 2023 ... ... Energy. 9. In order to mainstream the ICT Cadres across Government, the ... PIAP Output: GIS addressing and postcode database developed. Programme ..."
COMPANIES STRUCK OFF THE REGISTER BY NOTICE ON 30TH ...,https://ursb.go.ug/storage/publications/downloads/companies-struck-off-the-register-by-notice-on-30th-august-2023-1693382920.pdf,"Aug 30, 2023 ... ... ENERGY AND CONSTRUCTION CO LTD. 80020001959547. 327 A & J PARTNERS LIMITED ... G.I.S SERVICES LIMITED. 80010003087437. 2188 AFRI GARDEN PRODUCTS LIMITED."
Kabarole District Physical Development Plan 2020 – 2040.,http://www.npa.go.ug/wp-content/uploads/2023/05/Kabarole-District-Physical-Plan-Final-Report.pdf,"May 31, 2023 ... Remote Sensing techniques and GIS were also utilized in spatial data capture ... High energy costs from generators or alternative energy sources serve as a."
UACE MEMBERS DIRECTORY,https://www.uace.or.ug/wp-content/uploads/2023/03/UACE-Members-directory-2023.pdf,"Mar 30, 2023 ... ▫ Surveying and GIS mapping. ▫ Project Cost Control and Management ... Energy Development and Environment Impact Studies. Water supply system design ..."
"sam, Author at KASESE DISTRICT",https://www.kasese.go.ug/author/sam/,"Nov 2, 2022 ... ... energy. Under CoM SSA, local authorities make a voluntary political ... GIS and urban forest management. For details on the above two assignments and how to ..."
Our Changing Environment and Development – Directorate of ...,https://research.miu.ac.ug/our-changing-environment-and-development/,"Nov 6, 2022 ... Modelling Inland Water Quality using GIS of Powai Lake A. Usman ... Reflections on Off-Grid Hydrokinetic Energy Potential and Rural Development in Nigeria"
STATE OF THE CITY LAND MANAGEMENT,https://www.kcca.go.ug/media/docs/Land%20tenure%20systems.pdf,"Sep 15, 2023 ... Information Systems (GIS), EIMS, PHIMS. The Land Management Information ... energy consumption. Economic Efficiency. Improve the efficiency and cost ..."
.:: Home | Islamic University in Uganda (IUIU),https://www.iuiu.ac.ug/news-and-events.php,6 days ago ... IUIU co-sponsors Faiths for a Just Energy Transition Symposium ... Source: https://www.comstech.org/international-virtual-training-on-gis-and-satellite-remote-se.
Untitled Spreadsheet,https://gpp.ppda.go.ug/adminapi/public/api/tender/download/notices?fy=2022-2023,"Sep 29, 2023 ... ... Energy and Mineral Development, 2023-09-15 00:00:00, 2023-09-15 00:00:00, 12:30 ... GIS Server Hard Disks under Reservation Scheme, Supplies, Request for ..."
National Research Outlook Report,https://www.uncst.go.ug/manage/files/downloads/Status%20Report%202022-12.pdf,"Jun 3, 2023 ... include: the Remote Sensing/GIS, Genetics/. Molecular Biology Laboratories ... Energy and Energy Conservation has been leading on biomass research and has ..."
Commissioning of New Training Facilities at UPIK - TVET | TVET MIS,https://utck-stag.tvet.go.ug/commissioning-of-new-training-facilities,"Jan 14, 2023 ... Institution GIS · Trainer Registration Form · Accredited Tvet Trainers · Governing ... energy like the solar and biogas. We can add them later. So， please let us ..."
"AS AT AUGUST 19, 2023",https://mubsep.mubs.ac.ug/mod/resource/view.php?id=28427,"Aug 19, 2023 ... MASTER OF ENERGY ECONOMICS AND GOVERNANCE, YEAR ONE ACADEMIC YEAR 2023/2024 ... GIS. 2.00-3.00 P.m.. PPS. PSA. LTD. PSA. GIS. 3.00-4.00 P.m.. NPV. NPV. PPS. GIS."
Senior Surveyor Jobs,https://jobs.cari.co.ug/jobs/senior-surveyor-jobs,"Jun 1, 2023 ... ... (GIS) to produce tuples, maps and drawings KEY ... ... Senior Surveyor job at Ministry of Energy and Mineral Development. Ministry of Energy and Mineral ..."
Uganda has moved a step in plugging the skills gap in oil sector ...,https://nilepost.co.ug/2022/12/13/uganda-has-moved-a-step-in-plugging-the-skills-gap-in-oil-sector-says-petroleum-authority/,"Dec 13, 2022 ... ... Energy Services Ltd (TESL) in Kampala. He noted that in the past, the skills ... GIS software, foundations of Uganda's oil and gas Industry, workplace skills ..."
(PDF) An Assessment of the Effectiveness of Nkuringo Buffer Zone ...,https://itfc.must.ac.ug/sites/default/files/2018-07/HWC%20Nkuringo%20buffer%20zone%20%20final%20report%20March%202015_0.pdf,"May 13, 2023 ... ... GIS maps that were used in this report. Special. thanks go to the Uganda ... energy and raw materials, has led to a dramatic decrease in. wildlife habitats ..."
"IOx 1fi8,",https://parliamentwatch.ug/wp-content/uploads/2023/05/ICT2-23-Report-on-the-Ministerial-Policy-Statement-Budget-estimates-for-FY-2023-24.pdf,"Apr 15, 2023 ... tcchnologies that save energy, recycle e-waste and minimize emission of gree,nhouse gases; ... o carry out GIS addressing and postcode databas€ dcveloped. This rs ..."
Academic Programmes Offered – National Council for Higher ...,https://unche.or.ug/all-academic-programs/,"May 28, 2023 ... Master of GIS and Remote Sensing, Kyambogo University, Kampala, 21-08-2023, 21 ... Master of Science in Renewable Energy and Energy Access, Gulu University, Gulu ..."
Environmental and Social Impact Assessment Report for Nyagak ...,https://www.mwe.go.ug/sites/default/files/library/Volume%205%20-%201%20ESIA%20Report%20Nyagak%20WSS.pdf,"Mar 15, 2023 ... ... GIS Specialist. Mr. Birikade Grace. Environmentalist. Mr. Iwadra Michael ... Energy requirements ..."
JUNE SHUTDOWN ROTA,https://www.umeme.co.ug/umeme_api/wp-content/uploads/2023/06/JUNE-SHUTDOWN-ROTA.pdf,"Jun 7, 2023 ... Kampala East. Sunday. 11th June 2023 Iganga UETCL. Total Shutdown on the 132kV busbar. Routine maintenance of 132kV. GIS switchgear ... Gapco, Peackock, vivo ..."
Adoption of Climate Smart Agricultural strategies and their ...,https://mujaes.mak.ac.ug/wp-content/uploads/2022/12/4Oni.pdf,"Dec 4, 2022 ... association for the assessment of large-scale irrigation efficiency with GIS. ... Developing and validating simple indicators of dietary quality and energy ..."
PROSPECTUS,https://www.mru.ac.ug/wp-content/uploads/2023/06/MRU-Prospectus-2022-2027.pdf,"Jun 6, 2023 ... PhD in Geomorphology and Remote Sensing, Rhodes University, MSc in. Geomorphology GIS and Remote Sensing, Rhodes University, South Africa. ... Energy change,."
UNAS Fellows - UNAS,https://unas.org.ug/unas-fellows/,"Oct 12, 2023 ... ... energy generation. Prof Katima served as Principal Investigator for a ... (GIS). His area of specialization is Applied Parasitology and Entomology: Vector ..."
annual report 2022,https://dpf.or.ug/wp-content/uploads/2023/01/2022-Annual-Report.pdf,"Jan 31, 2023 ... He currently serves as a Member of the. Steering Committee of the Global Industry Standards (GIS) at the CFA Institute. ... year as prices of food and energy, ..."
SUCCESSFUL PROVIDERS FOR FY 2021/2022-2023/2024,https://ugandacoffee.go.ug/index.php/file-download/download/public/162,"May 10, 2023 ... Rubis Energy Ltd. Plot No 4 wankuluku rd. PO Box 27478. Kampala. Yganda. Olivier ... traceability and GIS. Page 53. Page 53 of 57. CATEGORY: WORKS. Page 54. Page ..."
"current and emerging land laws, urban smart cities & eco-friendly ...",https://pub.nkumbauniversity.ac.ug/bitstream/handle/123456789/935/13TH_MARCH_2023_CURRENT_AND_EMERGING_LAND_LAWS%2C_URBAN_SMART_CITIES.pdf?sequence=1&isAllowed=y,"Mar 8, 2023 ... ... ENERGY ... GIS software, who peddle their wares and show examples of what the technology can do. The reality is very different. The introduction of GIS in a ..."
Latest News from CoNAS | School of Physical Sciences,https://sps.mak.ac.ug/aggregator/sources/6?page=4,"Jul 25, 2023 ... The oil and gas industry continues to invest in initiatives aimed at engaging young people in the energy ... GIS, isotopes and geophysics to develop groundwater ..."
STANDARD BIDDING DOCUMENTS,https://mlhud.go.ug/wp-content/uploads/2023/05/RFB_Assorted_ICT_Equipment.pdf,"Jun 13, 2023 ... 1 Mbit/s (0.27 Mbit/s) for Low Energy. 37) Radio Range. Direct line of sight ... quality Mapping, CAD and GIS applications up to. 44 inches. 2) PRINTING. 3) Print ..."
REVISED FACE TO FACE TEACHING TIMETABLE FOR ...,https://mubs.ac.ug/docs/Timetables/REVISED%20FACE%20TO%20FACE%20TT_SEM%20TWO%20.pdf,"Jun 13, 2023 ... BRE3206 GIS For Real Estates. Tukundane F./ Mirembe. R. 3. FOC FIN. BLOCK 3. RM 1 ... FACULTY OF ECONOMICS, ENERGY AND. MANAGEMENT SCIENCE. Page 27. MAKERERE ..."
Uganda Martyrs University,https://umu.ac.ug/timetables/FullTime%20TT.html,"Aug 30, 2023 ... ENM1201 GIS And Remote Sensing II Mr. Lutalo Benard, ---, ENM2103 Gender and ... Solar Energy Opio Peter, ---, PHY 2101 Mathematical Methods in Physics II Kamya ..."
A Marketing & Delivery Application; Chicken Zone,http://dissertations.mak.ac.ug/bitstream/handle/20.500.12281/15005/Kayondo%20Arnold-CoCIS-BIST.pdf?sequence=3&isAllowed=y,"Jan 27, 2023 ... GIS ... As busy lifestyles are keeping people away from cooking meals many of consumers are dependent on ready-to-eat foods as it saves time and energy."
KYAMBOGO UNIVERSITY,https://kyuspace.kyu.ac.ug/bitstream/handle/20.500.12504/1179/ALUMA%20WADRI%20ROBERT%202022.pdf?sequence=1&isAllowed=y,"Nov 15, 2022 ... physical energy since it drains energy rather than built it. Pure alcohol is ... Africa GeoPortal brings together a whole continent of gis users. Africa ..."
